C 200 CDI	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. IMPORT INDYW	FABRYCZNY	2148.00	85.00	5	OLEJ NAPĘDOWY
VITO	SAMOCHÓD OSOBOWY	WIELOZADANIOWY	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	2143.00	120.00	8	OLEJ NAPĘDOWY
GLC 220 D 4MATIC	SAMOCHÓD OSOBOWY	KOMBI	NOWY ZAKUPIONY W KRAJU	FABRYCZNY	1950.00	143.00	5	OLEJ NAPĘDOWY
A 160 CDI	SAMOCHÓD OSOBOWY	VAN	UŻYW. IMPORT INDYW	FABRYCZNY	1992.00	60.00	5	OLEJ NAPĘDOWY
C220	SAMOCHÓD OSOBOWY	HATCHBACK	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	2155.00	70.00	5	OLEJ NAPĘDOWY
124	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	FABRYCZNY	1997.00	55.00	5	OLEJ NAPĘDOWY
C 220	SAMOCHÓD OSOBOWY	COUPE	UŻYW. IMPORT INDYW	FABRYCZNY	2148.00	105.00	4	OLEJ NAPĘDOWY
A 170 CDI	SAMOCHÓD OSOBOWY	HATCHBACK	UŻYW. IMPORT INDYW	1999	1689.00	66.00	5	OLEJ NAPĘDOWY
124 2.0D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	1986	1983.00	53.00	5	OLEJ NAPĘDOWY
C 320	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	2000	3199.00	160.00	5	BENZYNA
210 E 2.3 KAT	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. IMPORT INDYW	1996	2295.00	110.00	5	BENZYNA
C220 D	SAMOCHÓD OSOBOWY	KARETA (SEDAN)	UŻYW. ZAKUPIONY W KRAJU	1999	2151.00	92.00	5	OLEJ NAPĘDOWY
